红桥区西沽街大成中环城,"117.152359,39.163208"
津南区双港富力桃园天富园,"117.271639,39.033103"
河西区东海街祺林园,"117.258873,39.049121"
河西区挂甲寺景兴西里,"117.219492,39.100333"
河北区建昌道三和温泉花园天时园,"117.237711,39.181107"
河西区挂甲寺新城小区,"117.234346,39.090163"
和平区南营门街大生里,"117.187229,39.116008"
武清区下朱庄龙盛园,"117.075681,39.321130"
西青区精武镇保利·和光尘樾,"117.093691,39.064380"
滨海新区中新生态城众美青城二期,"117.763491,39.122028"
滨海新区新港街海防里,"117.732391,39.000965"
西青区津门湖富力津门湖柏溪花园,"117.203119,39.045740"
河东区常州道祥瑞家园（河东）,"117.241250,39.145719"
北辰区宜兴埠富宜里,"117.207540,39.194660"
滨海新区新北街伴山人家,"117.656771,39.051736"
河北区建昌道春和仁居,"117.233300,39.176296"
武清区佛罗伦萨信置荔城首府,"117.009405,39.376007"
和平区南营门街吉星南里,"117.188295,39.116283"
武清区武清其它金源丽都,"117.007155,39.294534"
津南区咸水沽富力合茂园,"117.405544,39.000443"
西青区津门湖富力津门湖云舒花园,"117.203263,39.054577"
滨海新区新村街向阳里(塘沽),"117.653109,39.020036"
南开区水上公园街居祥里,"117.179170,39.090974"
东丽区空港经济区意境兰庭,"117.426562,39.156620"
河北区江都路怒江里,"117.247785,39.155316"
河北区铁东路振宜里,"117.208934,39.189661"
西青区中北镇福悦里,"117.103106,39.130037"
武清区下朱庄君利花园,"117.084107,39.316213"
河西区东海街平江里,"117.253177,39.061650"
滨海新区胡家园滨雅花园（远洋城8期）,"117.613446,39.022459"
河西区陈塘庄中交富力天禧,"117.261942,39.072488"
南开区万兴街南丰里,"117.161478,39.119041"
武清区杨村奥园誉雍府,"117.066740,39.374111"
滨海新区新村街崇安里,"117.648487,39.023870"
河西区桃园街信德里,"117.206680,39.106433"
武清区下朱庄英伦假日,"117.077413,39.336788"
津南区海河教育园区阳光城文澜府,"117.361756,38.988915"
河北区月牙河月牙河北里,"117.247345,39.166894"
河东区上杭路泰昌西里,"117.257859,39.123941"
西青区张家窝家泰里,"117.022760,39.076316"
南开区向阳路锦园里,"117.127459,39.149120"
东丽区万新街上东金茂悦,"117.283875,39.121650"
津南区咸水沽合居园,"117.402860,38.997721"
武清区黄庄瞰湖花苑,"117.051324,39.352708"
滨海新区杭州道兴华里(塘沽区),"117.645965,39.040357"
河北区新开河观锦,"117.192273,39.164900"
滨海新区海滨街彩虹西里,"117.470514,38.714185"
武清区下朱庄臻园,"117.061670,39.351469"
南开区向阳路宜君西里,"117.122237,39.144231"
滨海新区中新生态城家和园,"117.753595,39.120633"
津南区咸水沽惠裕里,"117.385180,38.992912"
宝坻区南关大街天宝新苑二期,"117.299844,39.708511"
滨海新区杭州道中心北路,"117.656661,39.034406"
南开区万兴街三潭东里,"117.153870,39.118250"
红桥区西营门和苑家园绵和园,"117.116779,39.158818"
河东区万新村环秀中里,"117.275860,39.133266"
津南区双林福松源庄,"117.289230,39.054010"
河东区唐家口嘉华里,"117.240882,39.129828"
滨海新区新村街福安里(塘沽区),"117.648016,39.022395"
河东区二号桥街秀波园,"117.296547,39.094175"
滨海新区海滨街南春园小区,"117.519904,38.693618"
河西区越秀路红波里,"117.213968,39.096899"
滨海新区新城镇中建城澜和湾,"117.613311,38.988286"
滨海新区新城镇中建城崇和湾,"117.616218,38.989812"
红桥区咸阳北路程光里,"117.144959,39.181031"
津南区双港民兴园,"117.287901,39.003063"
蓟州区盘山风景区嘉华帕醍欧,"117.435225,40.062527"
东丽区东丽湖观湖苑,"117.510459,39.176559"
河北区建昌道中山东里,"117.229116,39.170695"
河西区天塔街五一阳光尊园,"117.195663,39.070861"
滨海新区杭州道嘉誉新城,"117.613311,38.988286"
津南区咸水沽金芳园,"117.371354,38.998266"
南开区王顶堤天房天拖秋泽园,"117.139384,39.110785"
南开区万兴街保康里,"117.169441,39.118243"
河西区桃园街马场道（河西区）,"117.195938,39.101170"
武清区南湖逸溪苑,"117.124692,39.324473"
红桥区铃铛阁华城领秀睦华里,"117.156494,39.144306"
北辰区小淀镇融创臻园,"117.178109,39.238989"
西青区中北镇溪竹苑,"117.051222,39.126849"
武清区黄庄丽德花园,"117.022785,39.364469"
和平区劝业场营口道(和平区),"117.198702,39.119306"
南开区华苑天华里社区,"117.137435,39.078339"
河西区桃园街静安里(河西区),"117.201351,39.102956"
北辰区瑞景居住区奥林匹克花园玉兰苑,"117.119880,39.198744"
和平区体育馆街重庆道,"117.204848,39.113035"
河西区友谊路西园西里,"117.202544,39.079797"
津南区双港新尚园,"117.292371,39.010632"
东丽区空港经济区新城中梁长风雅著,"117.370763,39.161489"
河北区月牙河涪江北里,"117.248453,39.162447"
蓟州区人民公园公乐园,"117.391101,40.047870"
南开区体育中心街阳光100西园,"117.178287,39.092077"
武清区东蒲洼街蒲瑞馨园北区-西院,"117.003395,39.400644"
河西区柳林街双山新苑,"117.266010,39.062388"
河西区新梅江全运村雀榕园,"117.259873,39.042137"
津南区葛沽镇慈水园二区,"117.492810,38.987467"
红桥区西营门和苑全和园,"117.108362,39.157849"
宝坻区建设路中航瑞祥花园,"117.308498,39.721812"
武清区下朱庄保利香颂湖,"117.074773,39.329978"
滨海新区北塘街海阔苑,"117.700973,39.104099"
北辰区北仓镇引河里,"117.121266,39.236316"
南开区嘉陵道街沱江里,"117.148607,39.124032"
河西区桃园街长安里,"117.207224,39.103167"
河西区越秀路教师村,"117.211839,39.094823"
南开区长虹街临渭佳园,"117.142927,39.133295"
河西区下瓦房闽侯路,"117.224943,39.105302"
南开区兴南街龙凤里（南开区）,"117.178820,39.132071"
南开区长虹街水郡花园,"117.144361,39.146977"
北辰区宜兴埠宜兴南里,"117.221849,39.189561"
河西区马场街德才里,"117.187079,39.100557"
滨海新区新北街蓝山花园东区,"117.666083,39.056438"
北辰区宜兴埠北辰金辉中环云著,"117.224242,39.190023"
滨海新区古林街古林里,"117.484149,38.834168"
津南区咸水沽沽上江南,"117.391036,38.992965"
武清区杨村檀郡,"117.059930,39.364774"
河西区新梅江全运村木樨园,"117.262782,39.041050"
滨海新区开发区枫景园,"117.712737,39.038748"
武清区杨村颐安花园东区,"117.046372,39.368279"
宝坻区南关大街天宝新苑小区一期,"117.301617,39.707789"
武清区下朱庄茂祥园,"117.077294,39.327536"
武清区南湖保利梧桐语,"117.122995,39.317790"
西青区李七庄榕园嘉苑,"117.146309,39.049575"
北辰区天穆镇天穆东苑,"117.155850,39.198342"
红桥区丁字沽街桃花园西里,"117.167075,39.183198"
武清区东蒲洼街新城·玺樾熙棠,"117.016332,39.404800"
滨海新区中新生态城远雄兰苑,"117.753390,39.127725"
西青区精武镇小镇西西里瑞安里,"117.108189,39.030418"
河西区挂甲寺新城小区,"117.234346,39.090163"
河西区桃园街元兴新里,"117.208339,39.101754"
河西区天塔街环湖西里,"117.182640,39.081844"
北辰区宜兴埠淮祥园,"117.191593,39.213695"
河西区柳林街元山里,"117.265716,39.059895"
河西区大营门扬州里,"117.221089,39.115758"
红桥区咸阳北路本溪楼,"117.140432,39.182131"
河北区江都路衡山里,"117.238944,39.153427"
南开区华苑瑞泽园,"117.148235,39.072682"
滨海新区新河街四季风情（贻港新城）,"117.634450,39.031581"
东丽区张贵庄詹滨西里,"117.304463,39.089355"
河北区望海楼昆石里,"117.208777,39.159041"
滨海新区新北街晓镇家园,"117.670163,39.048157"
河西区新梅江全运村棣棠园,"117.261553,39.043501"
河东区常州道常州里,"117.242948,39.145734"
北辰区双环邨佳欣里,"117.127478,39.191200"
河西区马场街地毯楼,"117.202276,39.098279"
津南区咸水沽益华里,"117.389164,38.975949"
武清区杨村运泽花园小区中区,"117.076716,39.391393"
河西区新梅江全运村棣棠园,"117.261553,39.043501"
和平区南营门街电台道,"117.195711,39.118838"
武清区保利金街保利海棠湾,"117.033771,39.391101"
河西区越秀路教师村,"117.211839,39.094823"
滨海新区杭州道唐山里,"117.649140,39.039230"
河西区挂甲寺景福里,"117.222629,39.097967"
河北区新开河泰来嘉园,"117.180807,39.184629"
河西区柳林街龙瀚南园,"117.284096,39.051726"
滨海新区滨海其它瞰海轩,"117.807073,39.041259"
南开区万兴街卧龙南里,"117.151691,39.118354"
河西区尖山瑞江花园兰苑,"117.229540,39.066068"
滨海新区中新生态城中福朗诗翠微澜阁,"117.790657,39.101180"
红桥区铃铛阁民族楼,"117.171252,39.144151"
滨海新区大港街兴盛里(大港区),"117.470514,38.843189"
津南区辛庄鑫庭花园,"117.349461,39.028736"
河西区挂甲寺云广新里,"117.238499,39.091276"
蓟州区人民公园四方园,"117.408432,40.046544"
河西区友谊路鹤园里,"117.205001,39.078963"
红桥区三条石金领国际,"117.179430,39.153977"
河西区下瓦房富裕广场,"117.229137,39.102046"
南开区向阳路宜君里,"117.124318,39.145108"
河北区鸿顺里街月桂园,"117.196514,39.164971"
南开区王顶堤堤翠家园,"117.137254,39.096178"
河西区友谊路谊城公寓,"117.208803,39.078950"
南开区万兴街同安里(南开区),"117.174803,39.120722"
滨海新区北塘街暖塘·欣康苑,"117.634810,39.131162"
西青区大寺远洋万和城,"117.226403,39.025608"
武清区黄庄金科博翠湾,"117.040886,39.353577"
滨海新区胡家园红光家园,"117.616448,39.031859"
南开区万兴街卧龙北里,"117.152670,39.120801"
北辰区天穆镇普天东里,"117.183084,39.192006"
河东区二号桥街明家庄园,"117.304900,39.100222"
津南区海河教育园区仁恒海和院文澜花园,"117.360693,38.982774"
蓟州区于桥水库引滦小区,"117.448970,40.043312"
武清区佛罗伦萨翠亨花园南里,"117.026355,39.372430"
滨海新区汉沽东岸彩苑,"117.828748,39.224647"
河东区唐家口卫国道,"117.247125,39.139567"
东丽区华明镇大唐印象唐雅苑,"117.401844,39.176980"
河东区太阳城太阳城金旭园,"117.276589,39.159362"
武清区东蒲洼街龙湖春江天玺,"116.981154,39.435411"
红桥区咸阳北路清源楼,"117.147979,39.182135"
河东区常州道东瑞家园,"117.260735,39.157520"
河东区向阳楼翠郁里,"117.256176,39.142323"
南开区万兴街春晓花园,"117.152464,39.124785"
河西区越秀路惠阳里(河西),"117.212878,39.091948"
北辰区双环邨佳丽园,"117.132638,39.197912"
河西区梅江世纪梧桐公寓,"117.222640,39.061546"
河东区万新村曲溪中里,"117.274510,39.137763"
河东区太阳城太阳城皓阳园,"117.272741,39.152205"
东丽区军粮城裕岭嘉园,"117.466719,39.150821"
北辰区双街城际美景家园,"117.116005,39.276824"
河北区鸿顺里街诺城花园,"117.198670,39.166806"
河东区上杭路万平里,"117.262873,39.125970"
西青区中北镇金隅满堂,"117.092704,39.119103"
津南区海河教育园区天悦风华,"117.355620,39.006912"
河东区春华街华光里,"117.231114,39.149389"
和平区南营门街信华楼,"117.187554,39.114268"
西青区中北镇建姜西里,"117.105174,39.132507"
河北区新开河首创天阅海河,"117.190218,39.152808"
北辰区双街柴楼隆园,"117.102175,39.267055"
北辰区宜兴埠宸宜花园,"117.194179,39.207677"
滨海新区古林街海保园,"117.501978,38.851581"
北辰区宜兴埠金地艺城华府北润华庭,"117.187626,39.224214"
东丽区金钟街保利玫瑰湾,"117.265550,39.165756"
津南区辛庄金地艺城悦府,"117.346713,39.037178"
和平区南营门街天兴里,"117.190008,39.113289"
南开区长虹街平陆东里,"117.151211,39.140664"
滨海新区古林街海明园西区,"117.508107,38.862056"
南开区向阳路连心里,"117.131543,39.139077"
南开区长虹街石泉里,"117.139768,39.141768"
滨海新区新北街御水园,"117.650109,39.058437"
滨海新区中新生态城龙湖双珑原著,"117.739547,39.129086"
东丽区东丽湖万科城盛锦苑,"117.496514,39.180648"
滨海新区大沽街河南里,"117.661700,39.002877"
河西区挂甲寺云广新里,"117.238499,39.091276"
南开区兴南街鼎福汇,"117.172937,39.136457"
滨海新区古林街海花园,"117.495477,38.827153"
津南区咸水沽富力又一城合畅园,"117.395844,38.995807"
南开区王顶堤江坪园,"117.136313,39.113325"
蓟州区于桥水库天津海棠湾花园,"117.457706,40.057903"
北辰区北仓镇泽天下,"117.118692,39.229998"
河北区鸿顺里街胜天里,"117.195190,39.157857"
和平区体育馆街尚友里,"117.214713,39.116884"
河西区挂甲寺前程里(河西区),"117.220393,39.094457"
西青区精武镇保利·和光尘樾,"117.093691,39.064380"
滨海新区大港街前进里,"117.449439,38.843199"
南开区长虹街雅园里,"117.143083,39.145444"
西青区杨柳青青吉里,"117.025277,39.143359"
河北区王串场宇萃里,"117.231626,39.153277"
河东区万新村曲溪东里,"117.275065,39.136997"
红桥区双环邨碧春园,"117.133024,39.200955"
滨海新区杭州道融创洞庭路壹号,"117.679240,39.035357"
河东区唐家口华馨公寓,"117.224912,39.136129"
北辰区北仓镇荣康园,"117.084442,39.205615"
南开区万兴街兴泰西里,"117.163008,39.121220"
北辰区宜兴埠未来城冬博苑,"117.221582,39.205791"
南开区嘉陵道街南江西里,"117.135327,39.123045"
滨海新区中新生态城季景峰阁,"117.745210,39.115796"
西青区李七庄美域豪庭,"117.187116,39.056770"
河西区马场街三合里,"117.197977,39.098375"
蓟州区蓟州城区阳光小区,"117.428495,40.050049"
河西区挂甲寺景兴西里,"117.219492,39.100333"
北辰区北仓镇荣雅园,"117.088447,39.215632"
蓟州区蓟州城区胜达家园,"117.406432,40.033279"
津南区辛庄上悦花园,"117.322229,39.032210"
津南区双港新尚园,"117.292371,39.010632"
红桥区双环邨碧春园,"117.133024,39.200955"
河东区富民路合汇大厦,"117.252143,39.092167"
武清区高村首创新北京半岛,"116.841921,39.636264"
津南区海河教育园区天悦风华,"117.355620,39.006912"
南开区鼓楼街煦园新居,"117.187233,39.139634"
津南区咸水沽富力又一城合安园,"117.394598,39.002432"
南开区长虹街雅园里,"117.143083,39.145444"
南开区万兴街群富里,"117.173354,39.120225"
津南区咸水沽金御瞰景,"117.372706,38.986011"
武清区高村首创国际半岛采薇雅苑,"116.845807,39.641246"
河西区东海街兰江新苑,"117.255003,39.055022"
河北区光复道嘉海花园,"117.200659,39.147069"
南开区广开街宝龙湾家园,"117.165274,39.140677"
宝坻区潮阳大道菁英豪庭,"117.298929,39.686819"
滨海新区中新生态城世茂玖熙,"117.746971,39.107508"
南开区万兴街凯立花园,"117.172597,39.121336"
滨海新区大港街建安里,"117.450407,38.847277"
西青区大寺洛卡小镇林溪园,"117.217401,39.027285"
河东区春华街裕阳花园,"117.213996,39.138118"
红桥区丁字沽街风采里,"117.165412,39.175758"
河北区鸿顺里街律笛里,"117.203989,39.165662"
武清区静湖静湖花园东区,"117.092752,39.342301"
河西区挂甲寺华记里,"117.221729,39.098031"
武清区东蒲洼街经纬城市绿洲武清,"116.992755,39.400058"
河北区建昌道三和温泉花园地利园,"117.238521,39.178647"
红桥区双环邨佳园北里,"117.128959,39.194051"
静海区团泊西奥体公元101,"117.086721,38.974129"
河北区铁东路中宜里,"117.206957,39.187101"
滨海新区开发区联发第五街,"117.733329,39.037559"
宝坻区南三路中保住宅楼,"117.304069,39.717242"
河北区新开河喜峰嘉园,"117.184070,39.182821"
河东区太阳城太阳城皓阳园,"117.272741,39.152205"
河西区尖山曙光里(河西区),"117.225660,39.086740"
河西区柳林街骊山里,"117.263201,39.066840"
河北区望海楼昆云里,"117.208015,39.157660"
河北区建昌道艳益里,"117.215395,39.174693"
滨海新区大港街胜利里,"117.457391,38.831576"
西青区张家窝保利拾光年,"117.065621,39.069122"
滨海新区北塘街馨宇家园,"117.703201,39.107378"
南开区王顶堤淦江东里,"117.146727,39.101170"
河西区马场街平山里,"117.183415,39.095763"
南开区王顶堤林苑东里,"117.145827,39.088791"
滨海新区新城镇中建城崇和湾,"117.616218,38.989812"
北辰区双街聚龙园,"117.104746,39.257645"
武清区杨村福苑小区,"117.052400,39.368071"
河西区柳林街双山里,"117.267290,39.063042"
津南区双港红磡领世郡常春藤,"117.265058,39.032454"
蓟州区于桥水库山水颐城北园,"117.447602,40.054505"
武清区保利金街上河雅苑南里,"117.034665,39.380033"
北辰区双街融创半湾半岛,"117.092207,39.304716"
南开区万兴街融府,"117.171015,39.122200"
宝坻区南关大街宝平景苑,"117.300553,39.708312"
津南区八里台中海国际公园城,"117.353198,38.911245"
滨海新区杭州道贻静园,"117.666289,39.032005"
津南区辛庄汀芳花园,"117.328814,39.034761"
河西区马场街四化里(河西),"117.203435,39.101909"
河东区万新村天泉西里,"117.281008,39.131350"
津南区辛庄仁嘉花园,"117.324361,39.033149"
河东区万新村凤岐里,"117.272316,39.139569"
河西区陈塘庄绿城·诚园,"117.243053,39.068981"
北辰区双街融创东岸名郡,"117.092776,39.304765"
滨海新区杭州道众智园,"117.643422,39.036422"
和平区体育馆街诚基经贸中心,"117.214713,39.116884"
滨海新区胡家园滨愉花园（远洋城6期）,"117.605805,39.035739"
河西区柳林街园丁公寓,"117.285200,39.065456"
武清区下朱庄君利花园,"117.084107,39.316213"
和平区劝业场义德里,"117.188413,39.125296"
西青区精武镇格调松间,"117.112742,39.077294"
武清区体育中心城投熙和园,"117.021120,39.392742"
蓟州区蓟州城区水利新村,"117.428150,40.044288"
河北区新开河瑜峰园,"117.182992,39.177795"
西青区西营门盛和嘉园,"117.104849,39.166443"
武清区静湖花溪畔,"117.087255,39.333825"
静海区团泊西基业世琾,"117.089808,38.962931"
津南区咸水沽景明花园,"117.382812,38.995737"
南开区鼓楼街艺术公寓,"117.173411,39.141831"
北辰区瑞景居住区宝翠花都瞰景园,"117.115071,39.201081"
滨海新区汉沽东滨温馨家园,"117.811621,39.265189"
北辰区宜兴埠荔丰花园,"117.188044,39.214918"
河东区常州道荷塘月色家园,"117.258882,39.154007"
滨海新区古林街福锦园,"117.491384,38.858453"
西青区精武镇盛兴佳园,"117.118516,39.042088"
河北区新开河华泰园,"117.188910,39.166879"
滨海新区中新生态城和畅园(滨海新区),"117.747000,39.111911"
东丽区空港经济区绿城·桂语听蘭,"117.428077,39.151066"
武清区静湖紫韵枫尚,"117.095252,39.338979"
和平区新兴街迎春里(和平区),"117.189085,39.107947"
河东区春华街春华里（河东区）,"117.213391,39.141991"
和平区南市同庆后,"117.185004,39.131192"
宁河区宁河天津海航城,"117.826674,39.329749"
静海区团泊西奥体公元101,"117.086721,38.974129"
南开区鼓楼街艺术公寓,"117.173411,39.141831"
滨海新区中新生态城力高阳光海岸,"117.832995,39.165278"
红桥区西于庄公元大观,"117.135998,39.174852"
南开区体育中心街俊城浅水湾,"117.159063,39.065178"
河东区常州道玉山里（河东）,"117.243893,39.148577"
东丽区东丽湖中建玖棠府,"117.472041,39.167465"
河北区建昌道康桥里,"117.234828,39.174604"
河西区柳林街云山里,"117.267850,39.061280"
河北区铁东路北宁湾宁静家园,"117.209697,39.179037"
西青区西营门盛和嘉园,"117.104849,39.166443"
河西区下瓦房西楼北里,"117.216085,39.096806"
津南区咸水沽金才园,"117.370594,38.982966"
河北区王串场萃华里,"117.231755,39.151071"
津南区辛庄汀芳花园,"117.328814,39.034761"
河北区铁东路金水畔家园,"117.218848,39.185624"
津南区双林福松源庄,"117.289230,39.054010"
静海区团泊东鸿坤理想城,"117.179987,39.113469"
津南区海河教育园区仁恒滨河湾,"117.393710,39.007269"
滨海新区大沽街碧水庄园,"117.666070,38.991111"
武清区武清其它碧桂园莫奈的湖,"117.155587,39.416999"
武清区杨村馨达园(武清区),"117.084348,39.378699"
东丽区东丽湖恒大绿洲花园,"117.471178,39.196839"
西青区中北镇旭辉御府,"117.067736,39.113471"
滨海新区新村街海韵园(塘沽区),"117.659779,39.016708"
东丽区万新街程林东里,"117.301927,39.138077"
武清区黄庄丽德花园,"117.022785,39.364469"
西青区西营门盛和嘉园,"117.104849,39.166443"
北辰区北仓镇橙圃园,"117.127985,39.231018"
河东区万新村松风西里,"117.276611,39.144346"
河西区友谊路育学里,"117.205397,39.079030"
河北区新开河东华里,"117.183585,39.173587"
南开区万兴街群富里,"117.173354,39.120225"
河西区下瓦房恒华大厦,"117.224196,39.104105"
河西区挂甲寺景兴西里,"117.219492,39.100333"
和平区南营门街气象西里,"117.185586,39.110415"
河东区二号桥街映日嘉园,"117.293041,39.099038"
河东区唐家口欣荣馨苑,"117.228222,39.134639"
宝坻区翡翠湾领秀新天地,"117.309748,39.717054"
东丽区东丽湖揽城苑,"117.510111,39.179021"
滨海新区杭州道静安里(塘沽区),"117.201351,39.102956"
西青区精武镇格调松间南里,"117.112712,39.075454"
武清区南湖恒大翡翠湾,"117.119803,39.321867"
东丽区新立街万科金域华府C区,"117.353173,39.086468"
河东区大王庄金玫瑰公寓,"117.231378,39.118936"
河西区柳林街昌源公寓,"117.284413,39.062325"
河西区柳林街云山里,"117.267850,39.061280"
北辰区宜兴埠远洋未来城明煦苑,"117.218034,39.205517"
滨海新区大沽街碧桂园天汐苑,"117.660835,38.993290"
河西区马场街先进里,"117.193756,39.099495"
北辰区双街融创运河宸院,"117.097848,39.284608"
河东区富民路万隆滨河新苑,"117.258758,39.085854"
津南区双林诚勤园,"117.291612,39.053215"
东丽区东丽湖中建玖棠府,"117.472041,39.167465"
滨海新区开发区朗月轩,"117.703261,39.034516"
武清区下朱庄颐滨花园,"117.067970,39.332135"
西青区杨柳青青云里(西青区),"117.014249,39.144629"
河西区挂甲寺景兴西里,"117.219492,39.100333"
津南区咸水沽照明南里,"117.378396,38.987124"
武清区杨村福苑小区,"117.052400,39.368071"
河东区富民路万隆滨河新苑,"117.258758,39.085854"
红桥区丁字沽街桃花园南里,"117.168806,39.181679"
河东区常州道丹阳北里,"117.247709,39.148082"
和平区体育馆街尚友里,"117.214713,39.116884"
滨海新区汉沽沽祥里,"117.806083,39.257055"
河东区大直沽宫前东园,"117.240384,39.107367"
东丽区华明镇秀拉花园,"117.374427,39.169103"
和平区南营门街信华楼,"117.187554,39.114268"
河西区柳林街云山里,"117.267850,39.061280"
河东区万新村凤岐里,"117.272316,39.139569"
南开区王顶堤林苑北里,"117.142399,39.087274"
和平区南市新福方里,"117.186736,39.127068"
东丽区万新街季景家园,"117.309922,39.141657"
河西区友谊路纯正里,"117.216633,39.077193"
河北区望海楼金田花园,"117.205027,39.152640"
东丽区东丽湖阅湖苑,"117.505503,39.177347"
红桥区丁字沽街风光里,"117.165928,39.175147"
东丽区东丽湖中建玖棠府,"117.472041,39.167465"
北辰区宜兴埠安悦园,"117.200620,39.202936"
西青区西营门华城景苑盛和丽园,"117.104128,39.166274"
河北区王串场容彩里,"117.228795,39.159044"
南开区广开街融侨观邸,"117.165765,39.128139"
滨海新区大港街兴盛里(大港区),"117.470514,38.843189"
河东区春华街瑞光里,"117.228152,39.146296"
津南区双港新尚园,"117.292371,39.010632"
滨海新区新河街京达明居,"117.638521,39.029590"
河西区友谊路清泽园,"117.209905,39.075843"
河北区新开河华泰园,"117.188910,39.166879"
滨海新区新村街正义里,"117.653931,39.015133"
河北区鸿顺里街日照里,"117.194836,39.161661"
南开区王顶堤天房天拖秋泽园,"117.139384,39.110785"
河西区东海街华江里,"117.261277,39.055345"
北辰区瑞景居住区宝翠花都探景园,"117.115071,39.201081"
红桥区咸阳北路锦西南里,"117.134411,39.183814"
西青区杨柳青新华东里(西青区),"117.022339,39.141765"
北辰区北仓镇荣雅园,"117.088447,39.215632"
津南区咸水沽富力合茂园,"117.405544,39.000443"
北辰区宜兴埠远洋五矿旷世新城,"117.222316,39.202625"
滨海新区中新生态城ParkTower景杉,"117.751917,39.107855"
和平区南营门街文善里,"117.192392,39.115932"
河西区挂甲寺景兴西里,"117.219492,39.100333"
南开区万兴街龙德里,"117.175546,39.121315"
东丽区东丽湖中建玖棠府,"117.472041,39.167465"
南开区体育中心街金福南里,"117.182281,39.066245"
河西区桃园街元兴新里,"117.208339,39.101754"
蓟州区盘山风景区路劲领山,"117.277630,40.095201"
东丽区军粮城军宏园,"117.446411,39.057615"
西青区精武镇金地艺墅家溪锦苑,"117.125191,39.038732"
河西区越秀路红波里,"117.213968,39.096899"
河北区江都路烛光里,"117.242462,39.161566"
滨海新区古林街恒盛尚海湾滨海,"117.708504,39.073334"
滨海新区汉沽东风北里,"117.816334,39.245985"
南开区广开街兴云里,"117.162415,39.140430"
滨海新区杭州道贻信康庭,"117.647279,39.028793"
滨海新区胡家园新塘组团佳顺苑,"117.580291,39.036547"
河西区梅江水岸江南天湾园,"117.223258,39.035206"
滨海新区杭州道泰祥里,"117.653835,39.025874"
北辰区双街聚龙园,"117.104746,39.257645"
津南区咸水沽惠裕里,"117.385180,38.992912"
河西区挂甲寺景兴西里,"117.219492,39.100333"
河东区太阳城云丽园,"117.280931,39.151290"
武清区东蒲洼街蒲瑞和园东区,"117.015132,39.404869"
滨海新区开发区远洋琨庭春华园,"117.724408,39.013164"
津南区八里台融创星耀五洲,"117.354112,38.900178"
河西区友谊路谊景村,"117.211448,39.082528"
河东区万新村曲溪西里,"117.272268,39.135786"
河西区越秀路珠波里,"117.212961,39.097912"
滨海新区汉沽沽祥里,"117.806083,39.257055"
滨海新区杭州道安邦艺景,"117.659396,39.031168"
河北区鸿顺里街仁恒河滨花园,"117.186868,39.158530"
河北区宁园宁欣花园,"117.218263,39.164776"
河北区建昌道春和仁居,"117.233300,39.176296"
南开区水上公园街稚优里,"117.154947,39.093539"
滨海新区大港街福苑里,"117.456220,38.854935"
滨海新区杭州道纳海嘉园,"117.650692,39.026349"
东丽区万新街程林东里,"117.301927,39.138077"
和平区小白楼安君里,"117.211201,39.120204"
河东区大直沽萦东温泉花园,"117.252192,39.114568"
河东区上杭路中储正荣栋境,"117.258623,39.117668"
河西区大营门祺寿里,"117.217519,39.108276"
河东区常州道常州里,"117.242948,39.145734"
南开区长虹街临渭佳园,"117.142927,39.133295"
河西区挂甲寺景兴西里,"117.219492,39.100333"
河东区万新村倚虹中里,"117.279734,39.140415"
南开区体育中心街阳光壹佰东园,"117.175928,39.069916"
武清区静湖万城聚豪,"117.103871,39.337791"
河西区友谊路清秀园,"117.210467,39.074680"
河西区越秀路乘云里,"117.213478,39.098965"
宝坻区潮阳大道新城悦隽首府,"117.280460,39.696440"
静海区团泊西基业世琾,"117.089808,38.962931"
滨海新区塘沽街芳云园,"117.666744,39.020003"
蓟州区蓟州城区老棉纺家属院,"117.408432,40.046544"
南开区广开街天江格调花园,"117.163758,39.131584"
河东区常州道靖泰里,"117.245480,39.147518"
河北区光复道海河金湾公寓,"117.198935,39.139332"
津南区咸水沽金御瞰景,"117.372706,38.986011"
武清区武清其它东鼎心屿湖,"116.889145,39.609451"
西青区杨柳青美轩苑,"117.024208,39.122276"
和平区新兴街气象东里,"117.186476,39.109473"
南开区嘉陵道街云阳东里,"117.141140,39.124278"
津南区八里台锦榭园,"117.312449,38.949284"
武清区静湖花溪畔,"117.087255,39.333825"
蓟州区于桥水库山水颐城北园,"117.447602,40.054505"
河北区望海楼金狮家园,"117.206593,39.150363"
滨海新区杭州道吉庆里,"117.659675,39.029031"
南开区华苑居华里,"117.143759,39.080638"
和平区劝业场河南路,"117.196030,39.123656"
滨海新区北塘街欣然苑,"117.636731,39.129068"
北辰区瑞景居住区瑞益园,"117.122514,39.207516"
西青区张家窝保利拾光年,"117.065621,39.069122"
红桥区邵公庄千禧园西区,"117.136913,39.155881"
南开区华苑长华里,"117.137660,39.087315"
河西区友谊路文玥北里,"117.215325,39.083285"
东丽区万新街舒畅园,"117.293309,39.114063"
津南区辛庄首创禧悦,"117.304085,39.015585"
河东区太阳城彩丽园,"117.287379,39.154024"
河西区友谊路谊城公寓,"117.208803,39.078950"
滨海新区新城镇中建·璟秀,"117.607663,38.988062"
和平区南营门街大生里,"117.187229,39.116008"
东丽区万新街万科东郡,"117.317604,39.143355"
蓟州区蓟州城区鑫海苑,"117.441452,40.047566"
武清区黄庄鸿坤原乡郡,"117.036623,39.359424"
河东区二号桥街龙峰嘉园,"117.293703,39.103089"
河东区上杭路芳馨园,"117.264649,39.125574"
