南开区王顶堤融创中心,"117.15489,39.116281"
武清区下朱庄富兴领寓,"117.087784,39.335773"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
武清区东蒲洼街碧桂园·云河park,"117.05723,39.430119"
河西区陈塘庄中冶德贤公馆,"117.250512,39.089873"
南开区向阳路熙汇广场,"117.129274,39.143159"
南开区学府街信诚大厦,"117.170808,39.119806"
武清区静湖时代峰景,"117.091157,39.343389"
东丽区万新街金隅悦城雅香大厦,"117.319212,39.111124"
南开区万兴街兴华公寓,"117.172657,39.13027"
北辰区果园新村红郡雅苑,"117.147328,39.221572"
武清区武清其它馨凯广场,"117.054931,39.420323"
河西区大营门天津富力中心,"117.223287,39.11848"
南开区体育中心街奥城公寓,"117.176268,39.083286"
武清区东蒲洼街碧桂园·云河park,"117.05723,39.430119"
武清区下朱庄富兴领寓,"117.087784,39.335773"
河西区尖山格调绮园双迎公寓,"117.244538,39.084927"
河北区宁园新兴中山八号,"117.222666,39.171232"
河东区上杭路智运大厦,"117.281523,39.140344"
东丽区华明镇矽谷港湾,"117.281326,39.16967"
河西区尖山喜年广场,"117.23773,39.082472"
武清区佛罗伦萨意安广场,"117.018835,39.384428"
西青区中北镇盈润园,"117.084585,39.12495"
东丽区新立街蓝庭国际,"117.371305,39.091853"
滨海新区滨海其它东疆国际,"117.823823,39.007892"
西青区滨海高新区康达尚郡,"117.136577,39.09689"
河东区唐家口东亚风尚国际,"117.228807,39.139816"
东丽区新立街蓝庭公寓,"117.373503,39.090749"
和平区小白楼港湾中心,"117.218206,39.135653"
河西区尖山喜年广场,"117.23773,39.082472"
河东区上杭路红星大厦,"117.260193,39.127482"
滨海新区滨海其它万科海港城清水蓝湾,"117.745879,39.03935"
东丽区金钟街保利玫瑰湾,"117.271446,39.17109"
南开区广开街博朗园,"117.174018,39.133078"
南开区万兴街兴华公寓,"117.172657,39.13027"
南开区体育中心街奥城公寓,"117.176268,39.083286"
河西区陈塘庄中海寰宇天下,"117.260208,39.084902"
和平区南市天汇中心,"117.195182,39.137008"
南开区体育中心街奥城公寓,"117.176268,39.083286"
西青区杨柳青青朗园,"117.016087,39.15074"
西青区张家窝云璟公寓,"117.051581,39.058435"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
武清区东蒲洼街悦光年,"116.997978,39.394375"
滨海新区第二大街泰达新天地,"117.706375,39.033321"
南开区学府街天津科技广场,"117.159702,39.110873"
河东区上杭路星品大厦,"117.263343,39.126175"
南开区体育中心街奕聪花园,"117.173586,39.080394"
南开区鼓楼街尚佳新苑公寓,"117.185189,39.150955"
武清区静湖时代峰景,"117.091157,39.343389"
河东区上杭路睿品大厦,"117.258585,39.127263"
东丽区华明镇建邦时代汇,"117.39184,39.173248"
河西区陈塘庄青林大厦,"117.254085,39.076454"
河西区陈塘庄中海寰宇天下,"117.260208,39.084902"
南开区王顶堤塞纳公馆,"117.154826,39.107324"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
河西区尖山东逸大厦,"117.241487,39.089271"
南开区水上公园街阳光100天塔喜马拉雅,"117.18553,39.09771"
南开区向阳路熙汇广场,"117.129274,39.143159"
河东区春华街远洋国际中心B区,"117.231092,39.145004"
河西区友谊路纯美公寓,"117.222258,39.083369"
武清区下朱庄财富兴园,"117.089862,39.335916"
武清区南湖汇景园,"117.132855,39.332848"
河北区江都路烛光里,"117.248634,39.167815"
北辰区双街融创半湾半岛,"117.101681,39.279592"
南开区体育中心街奥城公寓,"117.176268,39.083286"
河东区常州道朝华园,"117.251641,39.151523"
滨海新区滨海其它君悦广场,"117.717399,39.009416"
河西区陈塘庄中海学府公馆,"117.256317,39.08492"
津南区双港富力桃园天域园,"117.28109,39.039811"
武清区东蒲洼街悦光年,"116.997978,39.394375"
河西区马场街中海八里臺,"117.188166,39.104754"
武清区杨村华德广场,"117.062131,39.390938"
南开区鼓楼街尚佳新苑公寓,"117.185189,39.150955"
东丽区新立街蓝庭公寓,"117.373503,39.090749"
西青区滨海高新区鑫茂科技园军民园,"117.13176,39.094619"
和平区南市天汇中心,"117.195182,39.137008"
河西区梅江富华梅江公馆,"117.230646,39.079856"
南开区体育中心街奥城公寓,"117.176268,39.083286"
西青区津门湖万科金奥广场,"117.199241,39.071745"
南开区体育中心街奥城公寓,"117.176268,39.083286"
北辰区双街中关村天津可信产业园,"117.125596,39.285478"
南开区广开街蘭园,"117.175616,39.144149"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
南开区广开街凯兴天宝公寓,"117.166844,39.136204"
东丽区新立街蓝庭国际,"117.371305,39.091853"
河西区尖山第六田园优仕公寓,"117.237367,39.06003"
河西区尖山喜年广场,"117.23773,39.082472"
河北区鸿顺里街天津诺德中心,"117.208309,39.173158"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
滨海新区古林街新天地商业广场,"117.49517,38.851879"
和平区南营门街天津中心,"117.199935,39.125003"
滨海新区滨海其它合生·君景广场,"117.745283,39.031763"
和平区南市金茂广场,"117.188525,39.13691"
津南区双港富力桃园天域园,"117.28109,39.039811"
河东区上杭路星品大厦,"117.263343,39.126175"
河西区马场街中海八里臺,"117.188166,39.104754"
武清区高村智汇广场,"116.850242,39.637084"
河西区陈塘庄中海学府公馆,"117.256317,39.08492"
河西区梅江富华梅江公馆,"117.230646,39.079856"
武清区东蒲洼街悦光年,"116.997978,39.394375"
津南区八里台香港建鑫城,"117.33176,38.951354"
河西区马场街中海八里臺,"117.188166,39.104754"
河西区陈塘庄青林大厦,"117.254085,39.076454"
武清区保利金街远通大厦,"117.038824,39.392671"
北辰区双街中关村天津可信产业园,"117.125596,39.285478"
东丽区华明镇科创慧谷天津园区,"117.401563,39.170966"
河东区中山门街团结北里,"117.273668,39.114081"
南开区向阳路熙汇广场,"117.129274,39.143159"
武清区东蒲洼街悦光年,"116.997978,39.394375"
南开区向阳路熙汇广场,"117.129274,39.143159"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
东丽区新立街蓝庭国际,"117.371305,39.091853"
河西区尖山喜年广场,"117.23773,39.082472"
河西区陈塘庄中冶德贤公馆,"117.250512,39.089873"
南开区学府街松江置嘉公寓,"117.163735,39.12037"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
红桥区铃铛阁晓春新居,"117.152271,39.151549"
武清区东蒲洼街悦光年,"116.997978,39.394375"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
东丽区新立街万科天地,"117.371696,39.087218"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
南开区鼓楼街尚佳新苑公寓,"117.185189,39.150955"
宝坻区北城路宝鑫景苑,"117.330303,39.741148"
南开区体育中心街奥城公寓,"117.176268,39.083286"
和平区劝业场华润紫阳里,"117.205023,39.131566"
津南区双林信恒锦园,"117.303086,39.054644"
河西区陈塘庄青林大厦,"117.254085,39.076454"
和平区南营门街天津中心,"117.199935,39.125003"
南开区体育中心街奕聪花园,"117.173586,39.080394"
南开区王顶堤中海御湖翰苑,"117.154844,39.087461"
东丽区华明镇科创慧谷天津园区,"117.401563,39.170966"
津南区双港富力桃园天域园,"117.28109,39.039811"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
武清区中信广场融立方,"117.077825,39.375766"
南开区鼓楼街启航精英公寓,"117.180307,39.150997"
河西区陈塘庄中海寰宇天下,"117.260208,39.084902"
河西区陈塘庄中冶德贤公馆,"117.250512,39.089873"
南开区王顶堤融创中心,"117.15489,39.116281"
南开区王顶堤融创中心,"117.15489,39.116281"
和平区南营门街融创星河和平印,"117.192757,39.125239"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
河东区上杭路玫瑰天街,"117.281523,39.140344"
河西区陈塘庄中冶德贤公馆,"117.250512,39.089873"
西青区津门湖万科金奥广场,"117.199241,39.071745"
武清区东蒲洼街悦光年,"116.997978,39.394375"
河北区鸿顺里街诺德广场,"117.210143,39.174245"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
西青区杨柳青青朗园,"117.016087,39.15074"
北辰区天穆镇北辰大厦,"117.134718,39.227597"
和平区劝业场华润紫阳里,"117.205023,39.131566"
津南区双林信恒锦园,"117.303086,39.054644"
河西区陈塘庄中海学府公馆,"117.256317,39.08492"
河北区新开河首创大河公馆,"117.186539,39.169107"
西青区李七庄美域商业广场,"117.198056,39.065996"
东丽区华明镇矽谷港湾,"117.281326,39.16967"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
东丽区华明镇华城庭苑,"117.300193,39.170419"
西青区滨海高新区十华里,"117.133274,39.093683"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
河西区下瓦房海河大观,"117.241848,39.106905"
武清区杨村百亚广场,"117.054935,39.369141"
东丽区新立街万科天地,"117.371696,39.087218"
西青区张家窝华鼎智地,"117.095723,39.104996"
南开区体育中心街奥城公寓,"117.176268,39.083286"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
和平区体育馆街君隆广场,"117.210689,39.122818"
津南区双港富力桃园天域园,"117.28109,39.039811"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
河西区尖山喜年广场,"117.23773,39.082472"
南开区体育中心街奥城公寓,"117.176268,39.083286"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
和平区劝业场六安里(和平),"117.198712,39.132929"
武清区东蒲洼街悦光年,"116.997978,39.394375"
北辰区天穆镇北辰大厦,"117.134718,39.227597"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
西青区津门湖万科金奥广场,"117.199241,39.071745"
河西区尖山喜年广场,"117.23773,39.082472"
和平区南市天汇中心,"117.195182,39.137008"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
东丽区金钟街保利玫瑰湾,"117.271446,39.17109"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
东丽区华明镇华城庭苑,"117.300193,39.170419"
武清区高村首创国际半岛多维时光,"116.84194,39.64409"
北辰区双街东鹏智谷国际商务港,"117.111829,39.301121"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
河北区望海楼望海大厦,"117.200936,39.154414"
津南区双港首创禧悦汇,"117.285438,39.027433"
红桥区西于庄融创上河印,"117.187871,39.156178"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
武清区东蒲洼街招商蛇口天津网谷,"116.991845,39.423853"
河西区新梅江全运村流苏园,"117.265716,39.049986"
东丽区金钟街保利玫瑰湾,"117.271446,39.17109"
武清区下朱庄富兴领寓,"117.087784,39.335773"
南开区长虹街水畔花园,"117.158027,39.147924"
津南区双港九州创意园,"117.314424,39.04945"
和平区南市保利金香槟,"117.196394,39.140681"
滨海新区中新生态城东方文化广场,"117.758905,39.110853"
武清区下朱庄富兴领寓,"117.087784,39.335773"
河东区上杭路智运大厦,"117.281523,39.140344"
河西区大营门天津富力中心,"117.223287,39.11848"
河西区尖山喜年广场,"117.23773,39.082472"
河西区尖山喜年广场,"117.23773,39.082472"
南开区鼓楼街艺术公寓,"117.195596,39.150862"
东丽区新立街万科天地,"117.371696,39.087218"
和平区南市天汇中心,"117.195182,39.137008"
南开区水上公园街阳光100天塔喜马拉雅,"117.18553,39.09771"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
武清区静湖东澳广场,"117.088762,39.345716"
河西区陈塘庄中海学府公馆,"117.256317,39.08492"
河东区上杭路红星大厦,"117.260193,39.127482"
南开区王顶堤融创中心,"117.15489,39.116281"
河东区上杭路睿品大厦,"117.258585,39.127263"
河东区二号桥街紫乐广场,"117.289157,39.101021"
河东区上杭路红星大厦,"117.260193,39.127482"
北辰区宜兴埠普旺里,"117.207509,39.205617"
武清区下朱庄富兴领寓,"117.087784,39.335773"
河西区大营门天津富力中心,"117.223287,39.11848"
南开区向阳路熙汇广场,"117.129274,39.143159"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
滨海新区新河街和畅,"117.632242,39.043744"
西青区滨海高新区海益国际,"117.123121,39.103669"
和平区劝业场华润紫阳里,"117.205023,39.131566"
河东区上杭路智运大厦,"117.281523,39.140344"
河西区尖山喜年广场,"117.23773,39.082472"
河西区大营门天津富力中心,"117.223287,39.11848"
津南区双港九州创意园,"117.314424,39.04945"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
河东区春华街美福园,"117.224798,39.143543"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
河西区陈塘庄青林大厦,"117.254085,39.076454"
武清区下朱庄恒茂生活广场,"117.078606,39.323648"
河西区梅江富华梅江公馆,"117.230646,39.079856"
东丽区新立街万科天地,"117.371696,39.087218"
河东区春华街远洋国际中心,"117.229824,39.145059"
南开区广开街博朗园,"117.174018,39.133078"
河北区宁园新兴中山八号,"117.222666,39.171232"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
南开区嘉陵道街万科新都会,"117.14481,39.124638"
河东区上杭路红星大厦,"117.260193,39.127482"
河东区上杭路第六大道俊东公寓,"117.276036,39.123322"
河西区下瓦房海河大观,"117.241848,39.106905"
西青区杨柳青青朗园,"117.016087,39.15074"
河西区梅江富华梅江公馆,"117.230646,39.079856"
西青区津门湖万科金奥广场,"117.199241,39.071745"
东丽区华明镇矽谷港湾,"117.281326,39.16967"
武清区杨村碧桂园大都汇,"117.053134,39.3699"
西青区张家窝海泰都市汇,"117.130443,39.101777"
南开区向阳路熙汇广场,"117.129274,39.143159"
河西区陈塘庄中海学府公馆,"117.256317,39.08492"
河北区光复道旺海·CLASS,"117.205565,39.141158"
南开区王顶堤中海御湖翰苑,"117.154844,39.087461"
武清区新湾香江广场,"117.077672,39.365243"
武清区静湖时代峰景,"117.091157,39.343389"
河西区下瓦房海河大观,"117.241848,39.106905"
南开区万兴街兴华公寓,"117.172657,39.13027"
武清区武清其它惠昊公寓,"117.108542,39.415587"
武清区南湖汇景园,"117.132855,39.332848"
滨海新区新港远洋心里,"117.721452,39.016832"
河西区下瓦房海河大观,"117.241848,39.106905"
北辰区宜兴埠远洋未来城商业,"117.227214,39.20892"
东丽区金钟街保利玫瑰湾,"117.271446,39.17109"
西青区滨海高新区海益国际,"117.123121,39.103669"
河北区光复道君临大厦,"117.203854,39.138804"
河北区铁东路北宁湾(宁宇家园),"117.215619,39.187509"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
西青区滨海高新区麦迪逊,"117.135523,39.094699"
南开区王顶堤塞纳公馆,"117.154826,39.107324"
河西区梅江富华梅江公馆,"117.230646,39.079856"
南开区鼓楼街鼓楼东街,"117.190821,39.147148"
河东区常州道朝华园,"117.251641,39.151523"
静海区团泊西天津碧桂园星河Park,"117.095221,38.977183"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
西青区张家窝海泰都市汇,"117.130443,39.101777"
南开区体育中心街奥城公寓,"117.176268,39.083286"
南开区体育中心街奥城公寓,"117.176268,39.083286"
河北区光复道旺海·CLASS,"117.205565,39.141158"
河西区梅江凤水园,"117.222958,39.068789"
南开区体育中心街奕聪花园,"117.173586,39.080394"
北辰区双街融创东岸名郡,"117.099272,39.310822"
东丽区华明镇秀拉花园,"117.320569,39.092332"
东丽区新立街万科天地,"117.371696,39.087218"
南开区体育中心街奥城公寓,"117.176268,39.083286"
北辰区果园新村红郡雅苑,"117.147328,39.221572"
武清区静湖万城聚豪,"117.109396,39.34475"
东丽区空港经济区童年湖,"117.401529,39.153579"
西青区大寺九策南奥雅居,"117.201751,39.022604"
津南区辛庄鑫谷园,"117.363061,39.037755"
红桥区西于庄星公馆,"117.161626,39.179062"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
武清区下朱庄富兴领寓,"117.087784,39.335773"
北辰区双街清大园,"117.140962,39.268841"
河西区尖山东逸大厦,"117.241487,39.089271"
武清区下朱庄富兴领寓,"117.087784,39.335773"
和平区南营门街融创星河和平印,"117.192757,39.125239"
武清区杨村京津时尚广场,"117.076687,39.383686"
河西区下瓦房海河大观,"117.241848,39.106905"
河西区陈塘庄天房海河湾,"117.269837,39.084482"
和平区小白楼港湾中心,"117.218206,39.135653"
西青区张家窝海泰都市汇,"117.130443,39.101777"
河西区新梅江全运村流苏园,"117.265716,39.049986"
武清区高村首创国际半岛多维时光,"116.84194,39.64409"
津南区双港首创禧悦汇,"117.285438,39.027433"
南开区万兴街鼎域名邸,"117.166443,39.129813"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
南开区鼓楼街晋丰大厦,"117.183602,39.143834"
河西区下瓦房海河大观,"117.241848,39.106905"
武清区高村首创国际半岛多维时光,"116.84194,39.64409"
宝坻区翡翠湾灵秀丽苑,"117.357206,39.737486"
北辰区天穆镇金侨宸公馆,"117.162793,39.215904"
东丽区空港经济区童年湖,"117.401529,39.153579"
河东区春华街远洋国际中心B区,"117.231092,39.145004"
河西区大营门天津富力中心,"117.223287,39.11848"
武清区静湖时代峰景,"117.091157,39.343389"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
河北区铁东路北宁湾(宁宇家园),"117.215619,39.187509"
武清区静湖东澳广场,"117.088762,39.345716"
和平区南市新汇华庭,"117.194198,39.140428"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
河东区大直沽东润名邸,"117.24748,39.112216"
宝坻区潮阳大道金地·新城大境,"117.301499,39.692322"
津南区双港拾光汇,"117.29987,39.042103"
津南区双港九州创意园,"117.314424,39.04945"
武清区新湾香江广场,"117.077672,39.365243"
红桥区芥园道弘丽园,"117.163198,39.155489"
河西区下瓦房海河大观,"117.241848,39.106905"
南开区体育中心街奥城公寓,"117.176268,39.083286"
河西区陈塘庄自由度,"117.25079,39.079919"
武清区静湖万城聚豪,"117.109396,39.34475"
河东区上杭路红星大厦,"117.260193,39.127482"
武清区下朱庄恒茂生活广场,"117.078606,39.323648"
河西区下瓦房海河大观,"117.241848,39.106905"
东丽区万新街万顺空港融和广场雅仕阁公寓,"117.283478,39.130079"
河西区大营门凯旋门大厦,"117.223708,39.120796"
河西区梅江富华梅江公馆,"117.230646,39.079856"
武清区静湖万城聚豪,"117.109396,39.34475"
南开区王顶堤中海御湖翰苑,"117.154844,39.087461"
武清区东蒲洼街碧桂园·云河park,"117.05723,39.430119"
河北区新开河首创大河公馆,"117.186539,39.169107"
武清区东蒲洼街悦光年,"116.997978,39.394375"
西青区滨海高新区十华里,"117.133274,39.093683"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
红桥区芥园道弘丽园,"117.163198,39.155489"
南开区嘉陵道街晴川大厦,"117.137088,39.134505"
北辰区天穆镇北辰大厦,"117.134718,39.227597"
武清区南湖汇景园,"117.132855,39.332848"
南开区王顶堤融创中心,"117.15489,39.116281"
武清区杨村合家广场,"117.061371,39.367043"
西青区张家窝海泰都市汇,"117.130443,39.101777"
河北区鸿顺里街天津诺德中心,"117.208309,39.173158"
南开区王顶堤塞纳公馆,"117.154826,39.107324"
和平区南市新汇华庭,"117.194198,39.140428"
北辰区宜兴埠远洋未来城商业,"117.227214,39.20892"
滨海新区三槐路街宝龙国际中心,"117.687702,39.013016"
武清区下朱庄恒茂生活广场,"117.078606,39.323648"
河西区友谊路澳隆花园,"117.208448,39.081549"
河西区东海街中海左岸澜庭,"117.260002,39.056078"
东丽区新立街万科天地,"117.371696,39.087218"
河东区唐家口东亚风尚国际,"117.228807,39.139816"
西青区津门湖万科金奥广场,"117.199241,39.071745"
南开区向阳路熙汇广场,"117.129274,39.143159"
河北区铁东路北宁湾(宁宇家园),"117.215619,39.187509"
西青区滨海高新区麦迪逊,"117.135523,39.094699"
南开区兴南街翔宇大厦,"117.181966,39.136852"
武清区杨村瑞通大厦,"117.071893,39.379241"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
东丽区华明镇科创慧谷天津园区,"117.401563,39.170966"
津南区双港九州创意园,"117.314424,39.04945"
武清区杨村华德广场,"117.062131,39.390938"
河东区上杭路红星大厦,"117.260193,39.127482"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
宝坻区翡翠湾领秀新天地,"117.357495,39.745201"
河北区望海楼望海大厦,"117.200936,39.154414"
河东区大直沽东润名邸,"117.24748,39.112216"
西青区张家窝海泰都市汇,"117.130443,39.101777"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
滨海新区向阳街贻成福地广场二期高层,"117.675474,39.046835"
南开区向阳路熙汇广场,"117.129274,39.143159"
东丽区华明镇矽谷港湾,"117.281326,39.16967"
南开区长虹街天香水畔花园,"117.163953,39.141843"
北辰区天穆镇京津一品,"117.170054,39.193649"
河东区唐家口东亚风尚国际,"117.228807,39.139816"
武清区杨村合家广场,"117.061371,39.367043"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
河北区鸿顺里街晨悦大厦,"117.206321,39.16829"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
河北区光复道旺海·CLASS,"117.205565,39.141158"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
河西区下瓦房海河大观,"117.241848,39.106905"
红桥区西于庄融创上河印,"117.187871,39.156178"
河西区友谊路恒盛SOHO,"117.217954,39.082192"
和平区南市新汇华庭,"117.194198,39.140428"
武清区静湖万城聚豪,"117.109396,39.34475"
东丽区新立街万科天地,"117.371696,39.087218"
西青区侯台中信·珺台碧珺园,"117.116984,39.109296"
南开区水上公园街阳光100天塔喜马拉雅,"117.18553,39.09771"
河东区上杭路智运大厦,"117.281523,39.140344"
和平区南营门街融创星河和平印,"117.192757,39.125239"
西青区中北镇澜湾广场,"117.086964,39.138808"
西青区张家窝海泰都市汇,"117.130443,39.101777"
南开区广开街融侨融寓,"117.172589,39.13433"
南开区鼓楼街晋丰大厦,"117.183602,39.143834"
河东区上杭路红星大厦,"117.260193,39.127482"
河西区陈塘庄青林大厦,"117.254085,39.076454"
南开区长虹街天香水畔花园,"117.163953,39.141843"
东丽区金钟街保利玫瑰湾,"117.271446,39.17109"
南开区广开街融侨融寓,"117.172589,39.13433"
东丽区万新街万科金色雅筑北苑,"117.311345,39.113639"
和平区劝业场华润紫阳里,"117.205023,39.131566"
东丽区新立街万科天地,"117.371696,39.087218"
武清区南湖汇景园,"117.132855,39.332848"
南开区万兴街新天地大厦(南开区),"117.183038,39.127992"
武清区东蒲洼街碧桂园·云河park,"117.05723,39.430119"
津南区双港九州创意园,"117.314424,39.04945"
南开区向阳路熙汇广场,"117.129274,39.143159"
河东区上杭路红星大厦,"117.260193,39.127482"
武清区东蒲洼街悦光年,"116.997978,39.394375"
南开区鼓楼街鼓楼东街,"117.190821,39.147148"
滨海新区工农村紫荆花园,"117.668782,39.067797"
北辰区双街清大园,"117.140962,39.268841"
和平区南营门街天津中心,"117.199935,39.125003"
西青区津门湖万科金奥广场,"117.199241,39.071745"
河西区尖山喜年广场,"117.23773,39.082472"
河东区上杭路智运大厦,"117.281523,39.140344"
西青区张家窝海泰都市汇,"117.130443,39.101777"
武清区下朱庄恒茂生活广场,"117.078606,39.323648"
滨海新区中新生态城宝龙官邸,"117.748121,39.13105"
南开区鼓楼街启航精英公寓,"117.180307,39.150997"
南开区体育中心街奥城公寓,"117.176268,39.083286"
津南区双港九州创意园,"117.314424,39.04945"
红桥区三条石尚都家园,"117.189236,39.159593"
西青区杨柳青青朗园,"117.016087,39.15074"
滨海新区新河街智造创想城,"117.640691,39.072033"
武清区新湾香江广场,"117.077672,39.365243"
河西区下瓦房海河大观,"117.241848,39.106905"
河北区宁园新兴中山八号,"117.222666,39.171232"
河北区鸿顺里街天津诺德中心,"117.208309,39.173158"
武清区武清其它麒麟公馆,"117.05305,39.418175"
滨海新区大沽街中惠熙元广场,"117.676625,39.007796"
河东区上杭路红星大厦,"117.260193,39.127482"
西青区中北镇澜湾广场,"117.086964,39.138808"
河东区春华街远洋国际中心B区,"117.231092,39.145004"
西青区滨海高新区康达尚郡,"117.136577,39.09689"
西青区滨海高新区海泰国际公寓,"117.135672,39.102589"
南开区体育中心街奥城公寓,"117.176268,39.083286"
南开区向阳路熙汇广场,"117.129274,39.143159"
河西区尖山天地源熙樾台,"117.240704,39.08287"
武清区东蒲洼街悦光年,"116.997978,39.394375"
北辰区果园新村红郡雅苑,"117.147328,39.221572"
南开区向阳路熙汇广场,"117.129274,39.143159"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
西青区中北镇天津东方环球影城,"117.096554,39.142786"
东丽区华明镇华润橡树湾留润轩,"117.402493,39.181017"
东丽区华明镇建邦时代汇,"117.39184,39.173248"
南开区鼓楼街晋丰大厦,"117.183602,39.143834"
河东区上杭路星品大厦,"117.263343,39.126175"
河北区光复道旺海·CLASS,"117.205565,39.141158"
武清区静湖时代峰景,"117.091157,39.343389"
河西区陈塘庄中冶德贤公馆,"117.250512,39.089873"
西青区滨海高新区康达尚郡,"117.136577,39.09689"
西青区津门湖万科金奥广场,"117.199241,39.071745"
东丽区万新街松江津滨置地广场,"117.31168,39.121145"
河西区尖山喜年广场,"117.23773,39.082472"
滨海新区大沽街中惠熙元广场,"117.676625,39.007796"
河西区桃园街中银街,"117.212371,39.113715"
津南区双港首创禧悦汇,"117.285438,39.027433"
东丽区空港经济区海航YOHO,"117.392556,39.168667"
河北区建昌道中国铁建公馆189,"117.240147,39.174111"
西青区张家窝左岸花园,"117.096209,39.080501"
河东区上杭路红星大厦,"117.260193,39.127482"
东丽区新立街万科天地,"117.371696,39.087218"
西青区津门湖万科金奥广场,"117.199241,39.071745"
河西区下瓦房海河大观,"117.241848,39.106905"
河西区马场街金地平山印,"117.193738,39.101801"
和平区南市天汇中心,"117.195182,39.137008"
和平区南市天汇中心,"117.195182,39.137008"
河东区上杭路红星大厦,"117.260193,39.127482"
和平区体育馆街君隆广场,"117.210689,39.122818"
河西区东海街中海左岸澜庭,"117.260002,39.056078"
河西区下瓦房海河大观,"117.241848,39.106905"
武清区南湖汇景园,"117.132855,39.332848"
西青区滨海高新区康达尚郡,"117.136577,39.09689"
北辰区北仓镇河工科创园,"117.072308,39.240675"
西青区张家窝云璟公寓,"117.051581,39.058435"
静海区团泊西天津碧桂园星河Park,"117.095221,38.977183"
西青区津门湖万科金奥广场,"117.199241,39.071745"
和平区南营门街瑞竹大厦,"117.188634,39.126063"
南开区兴南街大悦公寓,"117.185982,39.138926"
滨海新区大沽街中惠熙元广场,"117.676625,39.007796"
南开区鼓楼街龙亭家园公寓,"117.190003,39.15091"
西青区张家窝左岸花园,"117.096209,39.080501"
南开区万兴街金融街南开中心,"117.1787,39.129499"
静海区团泊东仁爱团泊湖孔雀公馆,"117.158241,38.915615"
武清区下朱庄富兴领寓,"117.087784,39.335773"
东丽区空港经济区万通金府国际,"117.408645,39.153393"
河东区常州道朝华园,"117.251641,39.151523"
南开区体育中心街奥城公寓,"117.176268,39.083286"
南开区广开街京津星公馆,"117.174844,39.143493"
河东区太阳城凤山道,"117.284187,39.160813"
武清区高村首创国际半岛多维时光,"116.84194,39.64409"
武清区静湖悦活公寓,"117.097285,39.336696"
河西区梅江富华梅江公馆,"117.230646,39.079856"
武清区杨村合家广场,"117.061371,39.367043"
和平区体育馆街君隆广场,"117.210689,39.122818"
武清区佛罗伦萨威尼都意瑞广场,"117.018835,39.384428"
南开区学府街颐高数码广场,"117.163859,39.119711"
武清区东蒲洼街悦光年,"116.997978,39.394375"
和平区南市金茂广场,"117.188525,39.13691"
河西区陈塘庄北大资源阅城,"117.250017,39.085412"
南开区鼓楼街东马路,"117.156515,39.144105"
东丽区新立街蓝庭公寓,"117.373503,39.090749"
宝坻区翡翠湾碧桂园时光小镇,"117.360137,39.74352"
河东区常州道朝华园,"117.251641,39.151523"
滨海新区大沽街中惠熙元广场,"117.676625,39.007796"
河西区梅江富华梅江公馆,"117.230646,39.079856"
河西区梅江富华梅江公馆,"117.230646,39.079856"
红桥区西于庄星公馆,"117.161626,39.179062"
