待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
满五   密度低 南北通透 中间楼层采光好 居家自住 保养好,3室,2厅,4卫,199.78,㎡,南北,共1层,2012年建造,星耀五洲澜海庄园(别墅),津南,津南八里台,天嘉湖大道,"南北,热门小区,优势户型,随时可看,",148,万,7409,元/㎡
出行方便 满五   双卫生间 商品住宅 带电梯 医疗配套成熟,2室,2厅,2卫,72.78,㎡,西南,低层(共16层),2011年建造,阳光100国际新城北园,南开,体育中心,"秀川路,近红旗南路","西南,满五年,近地铁,多人关注,",162,万,22259,元/㎡
泽天下心泽园 电梯房 商圈成熟 南北通透 满五   刚需两居,2室,2厅,1卫,107.66,㎡,南北,低层(共26层),2015年建造,泽天下心泽园,北辰,北仓,祥辰路,"南北,满五年,",208,万,19321,元/㎡
枫丹天城 房龄新 购物方便 南向采光好 双卫格局 电梯房,3室,2厅,2卫,110.71,㎡,南,高层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",185,万,16711,元/㎡
海怡园三楼三室两卫 价格可议有钥匙随时看房,3室,1厅,2卫,136,㎡,南北,低层(共16层),2022年建造,海怡园,大港,古林街,港东一道,"南北,满二年,车位充足,",158,万,11618,元/㎡
柴楼新庄园竹园 出行方便 满五   正规商品房 小区新,3室,2厅,1卫,112,㎡,南,中层(共30层),2014年建造,柴楼新庄园竹园,北辰,双街镇,顺畅路16号,"南,满五年,",133,万,11875,元/㎡
翠亨花园 十二中 精装可拎包入住 高楼层视野无遮挡 正南朝向,2室,1厅,1卫,76.18,㎡,南,高层(共6层),2005年建造,翠亨花园南里,武清,杨村街,泉达路,"南,满五年,",108,万,14177,元/㎡
东岸名仕花园 满五 南北通透 低密宜居 正规商品房 商圈成熟,1室,1厅,1卫,79,㎡,南北,低层(共18层),2010年建造,东岸名仕花园,开发区,第一大街,海滨高速,"南北,满五年,近地铁,",150,万,18988,元/㎡
鸿儒新园(南区) 精装修 满二   南向采光好 正规商品房,2室,1厅,1卫,81.46,㎡,南,高层(共27层),2013年建造,鸿儒新园(南区),津南,北闸口,泽惠道,"南,热门小区,近地铁,新上小区,",73,万,8962,元/㎡
49万好楼层可贷款89平精装3居,3室,2厅,1卫,89.06,㎡,南北,中层(共18层),2016年建造,哈兰庄园,武清,泗村店镇,龙凤大道,"南北,",49,万,5502,元/㎡
国耀上河城 电梯房 南北通透 双卫 精装好房 商业配套齐全,3室,2厅,2卫,133,㎡,南北,低层(共30层),2013年建造,国耀上河城,北辰,双街镇,"双新大道,近顺境路","南北,房东直卖,满五年,",170,万,12782,元/㎡
新港街新出好房 紫云园 通透三居 带储藏间 业主诚心出售,3室,2厅,1卫,117.58,㎡,南北,中层(共32层),2007年建造,紫云园,塘沽,新港街,春阳路681号,"南北,满五年,近地铁,车位充足,",160,万,13608,元/㎡
天津站 后广场 大一居 中间楼层 舒适度高,1室,1厅,1卫,71,㎡,西北,中层(共29层),2002年建造,万春美钻大厦,河东,春华街,华龙道,"西北,房东直卖,满五年,近地铁,",126,万,17747,元/㎡
中铁诺德名苑  高端小区 环境好 有大露台 业主着急卖,3室,2厅,1卫,118,㎡,南北,低层(共31层),2015年建造,中铁诺德名苑,塘沽,工农村街,河北西路126号,"南北,满五年,",170,万,14407,元/㎡
中新生态城 出门南开 近地铁 贻成学府壹号 位置好 采光佳,3室,2厅,2卫,114.39,㎡,南北,高层(共17层),2022年建造,贻成学府壹号,滨海新区,中新生态城,中天大道,"南北,满二年,车位充足,多人关注,",162,万,14163,元/㎡
双威悦馨苑核心美宅，温馨3室，点击一次 幸福一生,3室,2厅,1卫,114,㎡,南北,中层(共28层),2017年建造,双威悦馨苑,滨海新区,中新生态城,中新大道3681号,"南北,满五年,车位充足,",131,万,11492,元/㎡
楼层好 双卫格局 有电梯 临地铁 满五 朝南,3室,2厅,2卫,134.35,㎡,南,中层(共34层),2016年建造,国耀上河城,北辰,双街镇,"双新大道,近顺境路","南,满五年,",178,万,13249,元/㎡
咸水沽 商圈成熟 双卫 正规商品房 板楼 南北通透 集中供暖,3室,1厅,2卫,137,㎡,南北,高层(共33层),2018年建造,津南新城合居园,津南,咸水沽,尚德路,"南北,满五年,",137,万,10000,元/㎡
购物方便 刚需两居 医疗配套成熟 交通便利 朝南,2室,1厅,1卫,114.1,㎡,南北,高层(共6层),1990年建造,旭日里,北辰,果园新村,果园东路6号,"南北,",125,万,10956,元/㎡
房东直售河西一pian，闽侯路 售卖诚意大，欢迎咨询,1室,0厅,1卫,20,㎡,南北,共2层,1986年建造,宁波道老小区,河西,下瓦房,宁波道,"南北,满五年,近地铁,",113,万,56500,元/㎡
河西区挂甲寺街重华南里1室1厅,1室,1厅,1卫,37.75,㎡,南,中层(共6层),1996年建造,重华南里,河西,挂甲寺,爱国道,"南,满五年,近地铁,",176,万,46623,元/㎡
新城悦隽公元94平米三室精装 有本可贷款,3室,1厅,1卫,94,㎡,南北,低层(共11层),2012年建造,新城悦隽公元,东丽,军粮城,兴业道,"南北,有电梯,车位充足,",126,万,13405,元/㎡
河东，凯旋门，全新两室，采光好，业主诚心出售，价位可议,2室,1厅,1卫,79.91,㎡,南北,高层(共29层),2011年建造,凯旋门,河东,中山门,"月牙河北路,近津塘路","南北,满二年,近地铁,车位充足,",168,万,21024,元/㎡
尚智园 南北通透 刚需两居 带电梯 小区新 商品房,2室,2厅,1卫,89.42,㎡,南北,中层(共31层),2016年建造,尚智园,津南,北闸口,福惠道,"南北,热门小区,新上小区,配套成熟,",66,万,7381,元/㎡
首创国际 精装两室 房主自住带车位 南北通透 全明 置换急售,2室,2厅,1卫,88,㎡,南北,低层(共18层),2018年建造,首创国际城,塘沽,工农村街,"泰达大街,近河北路","南北,满五年,多人关注,",78,万,8864,元/㎡
海滨园 满五   大两房 有电梯 中间楼层 南向采光好古林街,2室,1厅,1卫,89.59,㎡,南,中层(共24层),2009年建造,海滨园,大港,古林街,"旭日路,近海景二路","南,房东直卖,满五年,",82,万,9153,元/㎡
"金厦水语花城花溪苑,2室2厅1卫,全明户型,南北通透",2室,2厅,1卫,92,㎡,南北,低层(共6层),2007年建造,花溪苑,西青,中北,"卉安道,近万源路","南北,",185,万,20109,元/㎡
翠亨花园北里 商业配套成熟 装修好 产权清晰 满二 楼层好,3室,2厅,1卫,116,㎡,南,中层(共6层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南,满二年,",203,万,17500,元/㎡
北师大对门，红星天铂电梯洋房，精装三室，标准楼层采光棒棒哒,3室,2厅,1卫,100.1,㎡,南北,中层(共10层),2021年建造,滨海红星天铂曦园,滨海新区,中新生态城,新平道,"南北,满二年,次新房,多人关注,",125,万,12488,元/㎡
盛世家园 满五 商业配套成熟 中间楼层采光好 双卫生间,3室,2厅,2卫,126,㎡,南北,中层(共22层),2012年建造,盛世家园,武清,杨村街,振华西道429号,"南北,满五年,",235,万,18651,元/㎡
业主急售 福满园 三室二卫性价比高 满五 商业配套成熟,3室,2厅,2卫,136,㎡,南,中层(共16层),2009年建造,福满园,大港,古林街,海景十路,"南,满五年,",147.5,万,10846,元/㎡
汊沽港镇 高楼层采光充足 满二   大两居 南北通透 带电梯,2室,1厅,1卫,84,㎡,南北,高层(共11层),2015年建造,港韵新苑,武清,汊沽港镇,富国路,"热门小区,南北通透,满五,",66,万,7858,元/㎡
荣欢园 正南朝向 次新房 满五   停车方便 大两房,2室,1厅,1卫,81.82,㎡,南,低层(共18层),2019年建造,荣欢园,北辰,青光,欣永路,"南,房东直卖,满五年,车位充足,",65,万,7945,元/㎡
河东区中山门街中山门东里2室1厅,2室,1厅,1卫,63.41,㎡,南,中层(共7层),1998年建造,中山门东里,河东,中山门,广宁路,"南,满五年,近地铁,",116,万,18294,元/㎡
2016年新房 河东融科瀚棠 婚房精装 家具家电全给 随时看,2室,1厅,1卫,79.18,㎡,南北,中层(共24层),2016年建造,融科瀚棠(河东),河东,一号桥,"昆仑路,近兰峰道","南北,房东直卖,满五年,近地铁,",183,万,23112,元/㎡
新上河西地铁沿线文静里 好楼层 可公益贷 封闭的小区管理,1室,0厅,1卫,19,㎡,北,低层(共7层),1998年建造,文静里,河西,马场道,"文静路,近宾馆路","北,近地铁,",132,万,69474,元/㎡
久安里 正规商品房 次新房 临地铁 近医院 交通便利,3室,1厅,1卫,78,㎡,南北,低层(共8层),2020年建造,久安里,塘沽,解放路街,解放路,"南北,满五年,近地铁,次新房,",116,万,14872,元/㎡
朝南 大两房 精装可拎包入住 高楼层视野无遮挡 出行方便,2室,2厅,1卫,90.05,㎡,南北,高层(共31层),2014年建造,象博豪庭,津南,双港,外环南路,"南北,满五年,近地铁,",160,万,17768,元/㎡
贻和花园 商圈成熟 满五   出行方便 医疗配套成熟,3室,2厅,1卫,121.61,㎡,南北,低层(共6层),2001年建造,贻和花园,塘沽,向阳街,"福州道,近河北路","南北,满五年,",162.5,万,13363,元/㎡
南北通透 3室2厅 企业力荐好房诚意出售,3室,2厅,2卫,121,㎡,南北,中层(共8层),2022年建造,中建海纳府,滨海新区,中新生态城,中生大道,"南北,满二年,车位充足,户型方正,",152,万,12562,元/㎡
金泰丽舍 满五 小区新 刚需两居 南北通透 电梯房,2室,2厅,1卫,89.13,㎡,南北,低层(共26层),2016年建造,金泰丽舍,武清,黄庄街,"滨河道,近翠亨路","南北,满五年,",98,万,10996,元/㎡
.......................,3室,2厅,1卫,118.04,㎡,南北,高层(共31层),2015年建造,中铁诺德名苑,塘沽,工农村街,河北西路126号,"南北,满五年,采光较好,",180,万,15250,元/㎡
急卖！民和巷花园 洋房！精装修，通透三室，价格可谈，看房随时,3室,1厅,1卫,90.27,㎡,南北,共5层,2014年建造,万科民和巷A区,东丽,新立镇,东平路,"南北,满二年,近地铁,车位充足,",137,万,15177,元/㎡
新城悦隽央著 南向采光好 次新小区 停车方便 满二 电梯房,3室,2厅,1卫,94,㎡,南,低层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南,热门小区,价格优惠,房东急售,",135,万,14362,元/㎡
降价124万！！急售新城悦隽央著十一中十三小紧邻杨村一中高铁,2室,2厅,1卫,87,㎡,南北,低层(共11层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",124,万,14253,元/㎡
新城悦隽央著~3室洋房 11中 带车位 一天未住 中央湖公园,3室,2厅,1卫,109,㎡,南北,高层(共7层),2018年建造,新城悦隽央著,武清,杨村街,新安路,"热门小区,南北通透,房东急售,",150,万,13762,元/㎡
卧室全朝南 客餐厅相连 大户型 装修交付 金辉江山铭著 来电价格可议,2室,2厅,1卫,79,㎡,南北,,,金辉江山铭著,西青,侯台,海泰发展三道6号,"高绿化率,",165,万,20887,元/㎡
降价急售！  11电梯房 新城央著 南北通透小三居 好楼层,3室,2厅,1卫,94,㎡,南北,低层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,户型方正,",140,万,14894,元/㎡
急商务区 人生一梦，白云苍狗，为您爱的人，筑一座温馨家园！,3室,2厅,2卫,106.29,㎡,南北,低层(共7层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",175,万,16465,元/㎡
大两房 商品住宅 车位充足 精装好房 南向采光好 带电梯,2室,2厅,1卫,87.8,㎡,南,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南,满二年,车位充足,",132,万,15035,元/㎡
客餐厅相连 大户型 天津远郊 龙湖·春江郦城|运河印 来电咨询,3室,2厅,2卫,106,㎡,南,,,龙湖·春江郦城|运河印,武清,杨村街,京津公路与振华西道交口（友谊商厦对面）,"低容积,",190,万,17925,元/㎡
急售~110~11中13小 新城悦隽央著 洋房好楼层 送车位,2室,2厅,1卫,86.49,㎡,南北,低层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",120,万,13875,元/㎡
中间好楼层 商业配套成熟 满二 临地铁 医疗配套成熟 电梯房,2室,1厅,1卫,65,㎡,南,中层(共31层),2000年建造,碧春园,红桥,双环邨街,"辰兴路,近南仓道","南,热门小区,房东急售,",71,万,10924,元/㎡
新城央著 十一中 十三小旁 精装2室 超高性价比,2室,2厅,1卫,86.38,㎡,南北,高层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",128,万,14819,元/㎡
急售 新城悦隽央著 赠15万精装 十三小十一中 紧邻杨一城际,2室,2厅,1卫,88,㎡,南北,低层(共7层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,人气热搜,",132,万,15000,元/㎡
客餐厅相连 大户型 花园洋房 翡翠半岛 欢迎联系看房,3室,2厅,2卫,138,㎡,南北,,,翡翠半岛,武清,杨村街,翠亨路与京津二线交汇处,"大户型,配套纯熟,低容积,",133,万,9638,元/㎡
新城悦隽央著精装修130万通透两室次新房随时看房,2室,2厅,1卫,89.53,㎡,南北,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",130,万,14521,元/㎡
杨村街 大两房 南北通透 带电梯 满五 商品住宅 配套齐全,2室,2厅,1卫,85,㎡,南北,高层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",135,万,15883,元/㎡
新城悦隽央著 次新小区 满二 车位充足 小三房 电梯房,3室,2厅,1卫,93.66,㎡,南,高层(共11层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南,满二年,车位充足,",149,万,15909,元/㎡
卧室全朝南 户型方正 大户型 融创·云潮府 无中介费随时看,3室,2厅,1卫,89,㎡,南,,,融创·云潮府,津南,海河教育园区,同德路与和慧南路交口,"南北通透,厨卫全明,户型方正,低容积,",177,万,19888,元/㎡
南北通透 3室2厅 新城悦隽央著 94平 采光好 周边商圈成,3室,2厅,1卫,94,㎡,南北,中层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,车位充足,",138,万,14681,元/㎡
装修好 购物方便 带电梯 小区新 满五   朝南,2室,2厅,1卫,86.18,㎡,南,高层(共22层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",122,万,14157,元/㎡
盛世郦园 满五   近医院 购物方便 有电梯 正南朝向,2室,2厅,0卫,94,㎡,南,低层(共24层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",129,万,13724,元/㎡
保利·西棠和煦,3室,2厅,1卫,89,㎡,南北,,,保利·西棠和煦,津南,海河教育园区,宁慧璐和同德路交口（南开大学新校区北门对面）,"购物中心,高绿化率,",178,万,20000,元/㎡
急售！紫泉郡 洋房大2室 可大议 送家具家电车带位 满五  ,2室,2厅,1卫,90,㎡,南北,高层(共14层),2018年建造,紫泉庭苑,武清,杨村街,上善大街57号,"南北,满二年,",153,万,17000,元/㎡
满五   精装可拎包入住 购物方便 正南朝向 大两居,2室,2厅,1卫,94.28,㎡,南,低层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",148,万,15698,元/㎡
新上好房 二次装修 南北通透 满五  ,3室,2厅,1卫,108.22,㎡,南北,低层(共8层),2023年建造,新城樾府,滨海新区,中新生态城,"静湖南路,近中生大道","南北,新上小区,价格优惠,随时可看,",155,万,14323,元/㎡
光明片 人生一梦，白云苍狗，为您爱的人，筑一座温馨家园！,2室,2厅,1卫,86.29,㎡,南,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南,满五年,",115,万,13328,元/㎡
南北通透 客餐厅相连 大户型 天津远郊 世茂国风雅颂 欢迎咨询,3室,2厅,2卫,135,㎡,南,,,世茂国风雅颂(新房),武清,杨村街,黄庄街滨河道与泉奉路交口,"南北通透,厨卫全明,主卧套房,低容积,",195.8,万,14500,元/㎡
盛世郦园 满五   精装好房 购物方便 医疗配套成熟 小三居,3室,2厅,1卫,105,㎡,南,高层(共31层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,房东直卖,满五年,",161,万,15334,元/㎡
盛世家园 商业配套齐全  电梯房 低容积 刚需两居,2室,2厅,1卫,101,㎡,南,低层(共23层),2013年建造,盛世家园,武清,杨村街,振华西道429号,"南,满五年,",158,万,15644,元/㎡
荔城公馆 满五   精装可拎包入住 楼龄新 大两居,2室,2厅,1卫,88.21,㎡,南,高层(共22层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",130,万,14738,元/㎡
高绿化率 大户型 刚需直选 来电价格可议,3室,2厅,3卫,234,㎡,南北,,,天津海航城,东丽,东丽周边,七里海大道与海航东路交口往东500米,"大户型,低容积,",140.4,万,6000,元/㎡
盛世郦园 刚需两居 购物方便 装修好 满五 高楼层视野无遮挡,2室,2厅,1卫,94.28,㎡,南,高层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,采光较好,人气热搜,",136,万,14426,元/㎡
新出 商务区 大都会1号 精装修 小高带车位 高端小区 诚售,3室,2厅,3卫,161,㎡,南北,中层(共16层),2023年建造,万科滨海大都会观澜轩,滨海新区,滨海城区,旭升路,"南北,热门小区,近地铁,配套成熟,",310,万,19255,元/㎡
盛世睿园精装三居 好楼层南北通透 房主急售 随时看房,3室,2厅,1卫,107.36,㎡,南北,中层(共29层),2016年建造,盛世睿园,武清,杨村街,新城南东路东侧,"南北,唯一住房,",128,万,11923,元/㎡
房龄新 满五 电梯房 朝南 刚需小三居 装修好,3室,2厅,1卫,109.62,㎡,南,低层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,人气热搜,",156,万,14231,元/㎡
高绿化率 客餐厅相连 低单价 来电价格可议,3室,2厅,1卫,99,㎡,南,,,农垦•含章宝邸,宝坻,钰华街,宁海路与精天道交口（务本道小学东侧）,"南北通透,厨卫全明,户型方正,低容积,",108.9,万,11000,元/㎡
业主急售好房！出门就 光明 枫丹天城 南北通透3居 好楼层,3室,2厅,1卫,96.37,㎡,南,低层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",158,万,16396,元/㎡
翠亨花园北里 高楼层视野无遮挡 满五 出行方便 超低密度,3室,2厅,1卫,117.41,㎡,南,高层(共6层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南,满五年,人气热搜,",130,万,11073,元/㎡
富力尚悦居 朝南 楼层好 精装修 刚需小三居 房龄新 有电梯,3室,2厅,1卫,91.21,㎡,南,中层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",128,万,14034,元/㎡
国企开发 厨卫全明 私密性好 大户型 低单价 金融街听湖小镇 欢迎咨询,3室,2厅,3卫,131,㎡,南北,,,金融街听湖小镇(新房),东丽,空港经济区,东丽湖路与智景东道交口西行600米,"南北通透,低容积,",165,万,12596,元/㎡
香雍玖和 次新小区 高绿化 朝南 刚需小三居 满二 超低密度,3室,2厅,1卫,100,㎡,南,高层(共24层),2021年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,多人关注,",125,万,12500,元/㎡
杨村街 电梯房 双卫生间 次新小区 满二 中间楼层采光好,3室,2厅,2卫,120.94,㎡,南北,中层(共33层),2022年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南北,满二年,车位充足,人气热搜,",124,万,10254,元/㎡
正荣新上 通透H户型 明厨明卫 电梯6楼 不临街 随时看房,2室,1厅,1卫,85,㎡,南北,低层(共26层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,多人关注,",135,万,15883,元/㎡
国企开发 南北通透 户型方正 大户型 低总价 天地源·熙湖畔 无中介费随时看,3室,2厅,2卫,114,㎡,南,,,天地源·熙湖畔,武清,下朱庄街,郎庄子道与天和路交口,"南北通透,厨卫全明,双卫生间,低容积,",148.2,万,13000,元/㎡
精装未住~中建壹方九里宸澜华庭 高楼层大两居 11中，13小,2室,2厅,1卫,84,㎡,南北,高层(共11层),2020年建造,中建壹方九里宸澜华庭,武清,杨村街,光明道,"南北,满二年,次新房,",125,万,14881,元/㎡
高楼层采光充足 小区新 满五   带电梯 南向采光好,2室,2厅,1卫,81.42,㎡,南,高层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",125,万,15353,元/㎡
商业配套齐全 近地铁 装修好 医疗配套成熟 出行方便,1室,1厅,1卫,38,㎡,北,低层(共7层),1986年建造,天泉西里,河东,东新街,成林道,"北,热门小区,近地铁,新上小区,",55,万,14474,元/㎡
楼层好 有电梯 房龄新 大两居 精装好房 南北通透,2室,2厅,1卫,87.32,㎡,南北,中层(共17层),2016年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,",135,万,15461,元/㎡
国企开发 南北通透 客餐厅相连 大户型 低单价 建投·棠语海 来电价格可议,3室,2厅,1卫,106,㎡,南北,,,建投·棠语海,滨海新区,中新生态城,黄海北路与泉州道交口,"南北通透,厨卫全明,户型方正,多轨交,",148.4,万,14000,元/㎡
雍鑫红星华府 精装可拎包入住 次新小区 刚需两居,2室,2厅,1卫,86,㎡,南北,中层(共16层),2019年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,次新房,",140,万,16280,元/㎡
婚房两居 万科装修  户型方正 拎包入住,2室,1厅,1卫,89.26,㎡,南北,中层(共27层),2018年建造,翡翠嘉和,西青,中北,星光路67号,"南北,房东直卖,绿化率高,多人关注,",164,万,18374,元/㎡
雍鑫金科集美雍阳 车位充足 大两房 满二   带电梯,2室,2厅,1卫,88,㎡,南,中层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南,满二年,车位充足,",138,万,15682,元/㎡
卧室全朝南 玄关入户 大户型 环城四区 复地·林与里 来电咨询,3室,2厅,1卫,100,㎡,南北,,,复地·林与里,东丽,空港经济区,纬二道与经四路交口,"南北通透,厨卫全明,户型方正,轨交房,",148,万,14800,元/㎡
杨村街 有电梯 楼龄新 朝南 满五 大两房,2室,2厅,1卫,81,㎡,南,低层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",147,万,18149,元/㎡
湾区C位 次新洋房 澜和湾 价可谈 无遮挡 采光好 随时看,3室,2厅,1卫,105,㎡,南北,高层(共7层),2020年建造,中建城澜和湾,滨海新区,滨海城区,"津同道,近金光路","南北通透,房东急售,随时可看,",106,万,10096,元/㎡
雍鑫金科集美雍阳 高楼层视野无遮挡 带电梯 南北通透 满二,2室,2厅,1卫,88,㎡,南北,高层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",145,万,16478,元/㎡
荔城公馆 满五 房龄新 有电梯 装修好 大两房,2室,2厅,1卫,83.46,㎡,南,低层(共18层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",139,万,16655,元/㎡
卧室全朝南 主卧套房 大户型 环城四区 天安·珑园 欢迎联系看房,3室,2厅,2卫,113,㎡,南,,,天安·珑园,西青,张家窝,天安路1号,"大户型,配套纯熟,低容积,",147,万,13009,元/㎡
保利海棠湾 楼龄新 南北通透 医疗配套成熟 商品房 精装好房,2室,2厅,1卫,80,㎡,南北,中层(共26层),2014年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南北,",125,万,15625,元/㎡
杨村街 大两居 楼龄新 南北通透 满五   超低密度,2室,2厅,1卫,86,㎡,南北,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南北,满五年,",125,万,14535,元/㎡
枫丹天城 商圈成熟 带电梯 满五   小区新 朝南,2室,2厅,0卫,81.77,㎡,南,高层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",120,万,14676,元/㎡
国企开发 轨交房 高绿化率 玄关入户 考虑可私聊,2室,2厅,1卫,82,㎡,南北,,,百郦荣锦苑,东丽,新立镇,龙廷路与先锋路交口向北约200米（东丽万达对面）,"轨交房,高绿化率,",147,万,17927,元/㎡
   远洋香奈全阳精装两居 位置好近城际 随时看房,2室,2厅,1卫,85.22,㎡,南北,低层(共26层),2015年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南北,满二年,",140,万,16429,元/㎡
房龄新 正南朝向 满五   大两居 商圈成熟 有电梯,2室,2厅,1卫,80.64,㎡,南,低层(共30层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",115,万,14261,元/㎡
满五 南北通透 带电梯 低容积 商业配套齐全 中间楼层,1室,2厅,1卫,87.33,㎡,南北,中层(共23层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南北,满五年,",140,万,16032,元/㎡
车位充足 大户型 低单价 欢迎联系看房,3室,2厅,2卫,110,㎡,南北,,,梧桐大道(新房),武清,下朱庄街,天和路东侧150米,"大户型,低容积,",146.3,万,13300,元/㎡
"正荣润璟湾,2室2厅1卫,主卧朝南,两房朝南",2室,2厅,1卫,82.25,㎡,南,低层(共25层),2016年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南,绿化率高,",123,万,14955,元/㎡
 后一套   枫丹天城中间楼层精装三居室 步行光明中小,3室,2厅,1卫,96,㎡,南,中层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",155,万,16146,元/㎡
星河苑 有电梯 朝南 小区新 高楼层视野无遮挡 商品房,2室,1厅,1卫,91.32,㎡,南,高层(共15层),2015年建造,星河苑,塘沽,胡家园街,津塘公路,"南,优势户型,价格优惠,房东急售,",65,万,7118,元/㎡
盛世郦园 商圈成熟 精装修 高楼层视野无遮挡 近医院,3室,2厅,1卫,107.97,㎡,南,高层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",163,万,15097,元/㎡
国企开发 轨交房 大型社区 大户型 高性价比 无中介费随时看,2室,2厅,1卫,92,㎡,南,,,金融街·滨海融御,开发区,第三大街,新金融大道与新港二号路交口（滨海站东100米）,"多轨交,车位充足,",150,万,16305,元/㎡
中建壹方九里锦澜华庭 三居两卫 南北通透  采光充足 带电梯,3室,2厅,2卫,96,㎡,南,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南,满二年,车位充足,",153,万,15938,元/㎡
精装通透3室 中间楼层 位置安静 价格靠谱 随时看房,3室,2厅,1卫,91.53,㎡,南,中层(共33层),2011年建造,保利上河雅颂(南区),武清,杨村街,"泉发路,近振华西道","南,满二年,车位充足,",148,万,16170,元/㎡
保利 河雅颂(北区)|振华西道2室2厅1卫95.81平方米,2室,2厅,1卫,95.81,㎡,南,高层(共32层),2013年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,房东直卖,满五年,",145,万,15135,元/㎡
国企开发 厨卫全明 客餐厅相连 小户型 低总价 中建·玖樾府 欢迎联系看房,3室,2厅,1卫,85,㎡,南北,,,中建·玖樾府,东丽,新立镇,先锋路与丰安路交汇的东北角,"南北通透,厨卫全明,玄关入户,多轨交,",150,万,17648,元/㎡
中建壹方九里锦澜华庭 带电梯 南北通透 双卫格局 小三房,3室,2厅,2卫,93.36,㎡,南北,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南北,满二年,车位充足,户型方正,",140,万,14996,元/㎡
万科新城 一楼三室 带小院 位置好 采光好 临近地铁站,3室,2厅,2卫,129.27,㎡,南,共4层,2000年建造,万科新城蝶兰苑,北辰,宜兴埠,万科花园路,"南,南北通透,配套成熟,价格优惠,",225,万,17406,元/㎡
新城玺樾熙棠|光明道3室2厅1卫91.38平方米,3室,2厅,1卫,91.38,㎡,南,低层(共9层),2020年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南,房东直卖,有电梯,车位充足,",166,万,18166,元/㎡
